"title","price","product","brand","suburb"
"187.7: Vibe Morley",187.7,"98 RON","Vibe","Morley"
"187.7: Vibe Kwinana Town Centre",187.7,"98 RON","Vibe","Kwinana Town Centre"
"187.8: Petro Fuels Calista",187.8,"98 RON","Liberty","Calista"
"187.8: Petro Fuels Bassendean",187.8,"98 RON","Petro Fuels","Bassendean"
"187.9: 7-Eleven Busselton",187.9,"98 RON","7-Eleven","Busselton"
"188.5: Liberty Pinjarra",188.5,"98 RON","Liberty","Pinjarra"
"188.5: Atlas Fuel Geraldton",188.5,"98 RON","Atlas","Wonthella"
"188.7: Vibe Broadwater",188.7,"98 RON","Vibe","Broadwater"
"188.9: 7-Eleven Malaga",188.9,"98 RON","7-Eleven","Malaga"
"188.9: 7-Eleven Caversham",188.9,"98 RON","7-Eleven","Caversham"
"188.9: Ampol Foodary Gelorup",188.9,"98 RON","Ampol","Gelorup"
"188.9: 7-Eleven Golden Bay",188.9,"98 RON","7-Eleven","Golden Bay"
"188.9: 7-Eleven Bunbury East",188.9,"98 RON","7-Eleven","East Bunbury"
"188.9: 7-Eleven Alkimos",188.9,"98 RON","7-Eleven","Alkimos"
"188.9: Atlas Fuel Midvale",188.9,"98 RON","Atlas","Midvale"
"188.9: Atlas Fuel Sawyers Valley",188.9,"98 RON","Atlas","Sawyers Valley"
"188.9: Atlas Fuel Stratton",188.9,"98 RON","Atlas","Stratton"
"188.9: WFG Shell Esperance OPT",188.9,"98 RON","Shell","Chadwick"
"188.9: 7-Eleven Geraldton North",188.9,"98 RON","7-Eleven","Spalding"
"189.5: United Tapping",189.5,"98 RON","United","Wanneroo"
"189.5: Geographe Petroleum",189.5,"98 RON","Liberty","Busselton"
"189.5: United Naval Base Truck Stop",189.5,"98 RON","United","Naval Base"
"189.5: Metro Albany",189.5,"98 RON","Metro Petroleum","Albany"
"189.7: Vibe Bunbury East",189.7,"98 RON","Vibe","East Bunbury"
"189.7: Vibe Kalamunda",189.7,"98 RON","Vibe","Kalamunda"
"189.8: Petro Fuels Baldivis",189.8,"98 RON","Petro Fuels","Baldivis"
"189.9: OMG Metro Yangebup",189.9,"98 RON","OMG Metro","Yangebup"
"189.9: Serpentine Falls Roadhouse",189.9,"98 RON","Independent","Serpentine"
"189.9: BP Jindalee",189.9,"98 RON","BP","Jindalee"
"189.9: Binningup General Store",189.9,"98 RON","Independent","Binningup"
"190.0: Chidlow Growers Mart Liquor Store",190,"98 RON","Independent","Chidlow"
"190.2: Atlas Fresh Trading Co Northam",190.2,"98 RON","Atlas","Malabaine"
"190.5: Maisey Fuels Flores Road",190.5,"98 RON","Maisey Fuels","Webberton"
"190.5: United Vasse Truck Stop",190.5,"98 RON","United","Vasse"
"190.9: BP Allway",190.9,"98 RON","BP","Albany"
"190.9: BP 2go Morrison Road",190.9,"98 RON","BP","Midvale"
"190.9: BP Naval Base",190.9,"98 RON","BP","Naval Base"
"190.9: Ampol Foodary Wonthella",190.9,"98 RON","Ampol","Wonthella"
"190.9: United Maddington Truck Stop",190.9,"98 RON","United","Maddington"
"191.5: United Ellenbrook",191.5,"98 RON","United","Ellenbrook"
"191.5: United Perth Airport Truck Stop",191.5,"98 RON","United","Perth Airport"
"191.5: Liberty Tapping",191.5,"98 RON","Liberty","Wanneroo"
"191.5: Liberty Naval Base",191.5,"98 RON","Liberty","Naval Base"
"191.5: United Albany Orana",191.5,"98 RON","United","Orana"
"191.7: Vibe Mt Helena",191.7,"98 RON","Vibe","Mount Helena"
"191.7: Vibe Bullsbrook",191.7,"98 RON","Vibe","Bullsbrook"
"191.7: Vibe Bayswater",191.7,"98 RON","Vibe","Bayswater"
"191.8: Petro Fuels Westminster",191.8,"98 RON","Petro Fuels","Westminster"
"191.9: United Kewdale Truck Stop",191.9,"98 RON","United","Kewdale"
"191.9: United Southern River",191.9,"98 RON","United","Southern River"
"191.9: EG Ampol Alkimos",191.9,"98 RON","EG Ampol","Alkimos"
"192.5: Vibe Siesta Park",192.5,"98 RON","Vibe","Kealy"
"192.5: Liberty Oyster Harbour",192.5,"98 RON","Liberty","Bayonet Head"
"192.5: Liberty McKail",192.5,"98 RON","Liberty","Mckail"
"192.5: Liberty Banksia Grove",192.5,"98 RON","Liberty","Banksia Grove"
"192.5: Shell High Wycombe",192.5,"98 RON","Shell","High Wycombe"
"192.5: Liberty Dongara",192.5,"98 RON","Liberty","Dongara"
"192.5: Liberty Gosnells",192.5,"98 RON","Liberty","Gosnells"
"192.5: Dunning's Manjimup",192.5,"98 RON","Dunning's","Manjimup"
"192.7: Vibe Nollamara",192.7,"98 RON","Vibe","Nollamara"
"192.8: Petro Fuels Albany",192.8,"98 RON","Petro Fuels","Centennial Park"
"192.8: Petro Fuels Swan View",192.8,"98 RON","Petro Fuels","Swan View"
"192.8: Petro Fuels Karragullen",192.8,"98 RON","Petro Fuels","Karragullen"
"192.9: 53 Mile Roadhouse",192.9,"98 RON","United","Pinjarra"
"192.9: BP Connect Wellington Rd",192.9,"98 RON","BP","Morley"
"192.9: BP Connect North Perth",192.9,"98 RON","BP","North Perth"
"192.9: BP Canning Vale OPT",192.9,"98 RON","BP","Canning Vale"
"192.9: 7-Eleven Balga",192.9,"98 RON","7-Eleven","Balga"
"192.9: 7-Eleven Greenfields",192.9,"98 RON","7-Eleven","Greenfields"
"192.9: 7-Eleven Wanneroo South",192.9,"98 RON","7-Eleven","Wanneroo"
"192.9: BP Wonthella Service Station",192.9,"98 RON","BP","Webberton"
"192.9: 7-Eleven Bibra Lake",192.9,"98 RON","7-Eleven","Bibra Lake"
"192.9: 7-Eleven Bassendean",192.9,"98 RON","7-Eleven","Bassendean"
"192.9: 7-Eleven Success",192.9,"98 RON","7-Eleven","Success"
"192.9: 7-Eleven Harrisdale",192.9,"98 RON","7-Eleven","Harrisdale"
"192.9: 7-Eleven Maddington South",192.9,"98 RON","7-Eleven","Maddington"
"192.9: 7-Eleven Queens Park",192.9,"98 RON","7-Eleven","Queens Park"
"192.9: 7-Eleven Morley",192.9,"98 RON","7-Eleven","Morley"
"192.9: 7-Eleven Balcatta",192.9,"98 RON","7-Eleven","Balcatta"
"192.9: 7-Eleven Booragoon",192.9,"98 RON","7-Eleven","Booragoon"
"192.9: 7-Eleven Stirling",192.9,"98 RON","7-Eleven","Balcatta"
"192.9: 7-Eleven Baldivis",192.9,"98 RON","7-Eleven","Baldivis"
"192.9: Metro Bassendean",192.9,"98 RON","Metro Petroleum","Bassendean"
"192.9: Ampol Rous Head",192.9,"98 RON","Ampol","North Fremantle"
"193.3: Vibe Neerabup",193.3,"98 RON","Vibe","Neerabup"
"193.3: Vibe Bullsbrook Northlink",193.3,"98 RON","Vibe","Bullsbrook"
"193.5: United Hepburn Heights",193.5,"98 RON","United","Padbury"
"193.7: Vibe Port Kennedy",193.7,"98 RON","Vibe","Port Kennedy"
"193.7: Vibe Henderson",193.7,"98 RON","Vibe","Henderson"
"193.8: Petro Fuels Seville Grove",193.8,"98 RON","Petro Fuels","Seville Grove"
"193.9: United Lexia Truck Stop",193.9,"98 RON","United","Lexia"
"193.9: BP Spencer Park Service Station",193.9,"98 RON","BP","Spencer Park"
"193.9: BP The Lakes Roadhouse",193.9,"98 RON","BP","The Lakes"
"193.9: BP 2go Noranda",193.9,"98 RON","BP","Noranda"
"193.9: Vibe Waroona",193.9,"98 RON","Vibe","Waroona"
"193.9: Vibe Harvey",193.9,"98 RON","Vibe","Harvey"
"193.9: United Neerabup Truck Stop",193.9,"98 RON","United","Neerabup"
"193.9: BP Thornlie",193.9,"98 RON","BP","Canning Vale"
"193.9: BP Malaga",193.9,"98 RON","BP","Malaga"
"193.9: Vibe Placid Ark Roadhouse",193.9,"98 RON","Vibe","Coolup"
"193.9: Caltex Kelvin Rd",193.9,"98 RON","Caltex","Maddington"
"194.7: AMPM Highway",194.7,"98 RON","Shell","Mount Melville"
"194.7: AMPM Beachway",194.7,"98 RON","Shell","Mira Mar"
"194.8: Refuel Australia - Sunset Geraldton",194.8,"98 RON","Ampol","Glenfield"
"194.8: Refuel Australia - Geraldton Flores Road",194.8,"98 RON","Ampol","Webberton"
"194.8: Refuel Australia - Geraldton Willcock Drive",194.8,"98 RON","Ampol","West End"
"194.9: Dunning's Thompsons Garage",194.9,"98 RON","Shell","Manjimup"
"194.9: United Mount Barker Roadhouse Truck Stop",194.9,"98 RON","United","Mount Barker"
"194.9: 7-Eleven Cockburn Central",194.9,"98 RON","7-Eleven","Cockburn Central"
"194.9: Ampol Foodary Yangebup",194.9,"98 RON","Ampol","Yangebup"
"194.9: Ampol Foodary Secret Harbour",194.9,"98 RON","Ampol","Secret Harbour"
"194.9: Ampol Foodary Mt Lawley",194.9,"98 RON","Ampol","Mount Lawley"
"194.9: Ampol Foodary Altone Road",194.9,"98 RON","Ampol","Beechboro"
"194.9: Ampol Foodary Malaga Drive",194.9,"98 RON","Ampol","Malaga"
"194.9: BP Northam OPT",194.9,"98 RON","BP","Northam"
"194.9: Ampol Foodary High Wycombe",194.9,"98 RON","Ampol","High Wycombe"
"194.9: Ampol Foodary Midvale",194.9,"98 RON","Ampol","Midvale"
"194.9: Ampol Foodary Livingston",194.9,"98 RON","Ampol","Canning Vale"
"194.9: Ampol Foodary Kwinana",194.9,"98 RON","Ampol","Kwinana Beach"
"194.9: 7-Eleven Ridgewood",194.9,"98 RON","7-Eleven","Ridgewood"
"194.9: Caltex Manjimup Roadhouse",194.9,"98 RON","Caltex","Manjimup"
"194.9: Metro Midvale",194.9,"98 RON","Metro Petroleum","Midvale"
"195.5: United Leda",195.5,"98 RON","United","Leda"
"195.5: United Northbridge",195.5,"98 RON","United","Northbridge"
"195.5: United South Lake",195.5,"98 RON","United","South Lake"
"195.5: Shell Reddy Express Vasse",195.5,"98 RON","Reddy Express","Vasse"
"195.7: Dwellingup BP",195.7,"98 RON","BP","Dwellingup"
"195.9: United Myaree",195.9,"98 RON","United","Myaree"
"195.9: 7-Eleven Butler",195.9,"98 RON","7-Eleven","Butler"
"195.9: 7-Eleven Malvern Springs",195.9,"98 RON","7-Eleven","Ellenbrook"
"195.9: 7-Eleven Ascot",195.9,"98 RON","7-Eleven","Ascot"
"195.9: 7-Eleven Wattle Grove",195.9,"98 RON","7-Eleven","Wattle Grove"
"195.9: BP Embleton",195.9,"98 RON","BP","Embleton"
"195.9: 7-Eleven Banksia Grove",195.9,"98 RON","7-Eleven","Banksia Grove"
"195.9: EG Ampol Morley Galleria",195.9,"98 RON","EG Ampol","Morley"
"195.9: EG Ampol Canning Vale",195.9,"98 RON","EG Ampol","Canning Vale"
"195.9: Burk Williams",195.9,"98 RON","Burk","Williams"
"195.9: 7-Eleven Yanchep",195.9,"98 RON","7-Eleven","Yanchep"
"195.9: 7-Eleven Ellenbrook Central",195.9,"98 RON","7-Eleven","Ellenbrook"
"196.0: Bakers Food and Fuel",196,"98 RON","Liberty","King River"
"196.3: Route 94 Bakers Hill",196.3,"98 RON","United","Bakers Hill"
"196.5: Better Choice Tuart Hill",196.5,"98 RON","Better Choice","Tuart Hill"
"196.5: Better Choice Malaga",196.5,"98 RON","Better Choice","Malaga"
"196.5: Vibe Donnybrook",196.5,"98 RON","Vibe","Donnybrook"
"196.7: Vibe Forrestfield",196.7,"98 RON","Vibe","Forrestfield"
"196.9: United Armadale",196.9,"98 RON","United","Armadale"
"196.9: BP Connect Palm Springs",196.9,"98 RON","BP","Warnbro"
"196.9: BP Connect Phoenix",196.9,"98 RON","BP","Spearwood"
"196.9: United East Victoria Park",196.9,"98 RON","United","East Victoria Park"
"196.9: 7-Eleven Kelmscott Central",196.9,"98 RON","7-Eleven","Kelmscott"
"196.9: United Byford",196.9,"98 RON","United","Byford"
"196.9: BP Ellenbrook",196.9,"98 RON","BP","Ellenbrook"
"196.9: 7-Eleven Kardinya",196.9,"98 RON","7-Eleven","Kardinya"
"196.9: Caltex Midvale",196.9,"98 RON","Caltex","Midvale"
"196.9: United Anketell",196.9,"98 RON","United","Anketell"
"196.9: Caltex Henderson OPT",196.9,"98 RON","Caltex","Henderson"
"196.9: OTR Yangebup",196.9,"98 RON","Caltex","Yangebup"
"196.9: United Anketell South",196.9,"98 RON","United","Anketell"
"196.9: OTR Maddington",196.9,"98 RON","Shell","Maddington"
"196.9: Caltex Naval Base",196.9,"98 RON","Caltex","Naval Base"
"196.9: Atlas Fuel Narrogin",196.9,"98 RON","Atlas","Narrogin"
"196.9: Liberty O'Connor",196.9,"98 RON","Liberty","O'connor"
"196.9: Petro Fuels Carbunup River",196.9,"98 RON","Petro Fuels","Carbunup River"
"196.9: OMG Caltex Dianella",196.9,"98 RON","OMG Caltex","Dianella"
"196.9: OMG Caltex Maddington",196.9,"98 RON","OMG Caltex","Maddington"
"197.5: United Rangeway Truck Stop",197.5,"98 RON","United","Rangeway"
"197.5: NightOwl Shell Ravenswood",197.5,"98 RON","Shell","Ravenswood"
"197.5: Geographe Petroleum Margaret River",197.5,"98 RON","Liberty","Margaret River"
"197.7: Vibe Byford",197.7,"98 RON","Vibe","Byford"
"197.7: Vibe Osborne Park",197.7,"98 RON","Vibe","Osborne Park"
"197.7: Vibe Jandakot",197.7,"98 RON","Vibe","Jandakot"
"197.9: BP Attadale",197.9,"98 RON","BP","Attadale"
"197.9: BP Ballajura",197.9,"98 RON","BP","Ballajura"
"197.9: BP Connect Ascot (WA)",197.9,"98 RON","BP","Ascot"
"197.9: BP Koondoola",197.9,"98 RON","BP","Koondoola"
"197.9: BP Maida Vale",197.9,"98 RON","BP","Maida Vale"
"197.9: BP Nookenburra",197.9,"98 RON","BP","Innaloo"
"197.9: BP Picton Wetherley Dr",197.9,"98 RON","BP","Picton"
"197.9: BP Parklands",197.9,"98 RON","BP","South Bunbury"
"197.9: BP Busselton",197.9,"98 RON","BP","Busselton"
"197.9: BP Connect Main Street",197.9,"98 RON","BP","Osborne Park"
"197.9: BP Connect Kwinana Hub",197.9,"98 RON","BP","Kwinana Town Centre"
"197.9: BP South Bunbury",197.9,"98 RON","BP","South Bunbury"
"197.9: BP Halls Head",197.9,"98 RON","BP","Halls Head"
"197.9: BP Williams Roadhouse",197.9,"98 RON","BP","Williams"
"197.9: BP Connect East Perth",197.9,"98 RON","BP","East Perth"
"197.9: BP Forrestdale",197.9,"98 RON","BP","Forrestdale"
"197.9: BP Kenwick",197.9,"98 RON","BP","Wattle Grove"
"197.9: United Bibra Lake",197.9,"98 RON","United","Bibra Lake"
"197.9: BP South Fremantle",197.9,"98 RON","BP","South Fremantle"
"197.9: EG Ampol Banksia Grove",197.9,"98 RON","EG Ampol","Banksia Grove"
"197.9: EG Ampol Maddington West",197.9,"98 RON","EG Ampol","Maddington"
"197.9: EG Ampol South Lake",197.9,"98 RON","EG Ampol","South Lake"
"197.9: BP Piara Waters",197.9,"98 RON","BP","Piara Waters"
"197.9: Metro Jurien Bay",197.9,"98 RON","Metro Petroleum","Jurien Bay"
"197.9: Caltex Langford",197.9,"98 RON","Caltex","Langford"
"197.9: Caltex Chadwick OPT",197.9,"98 RON","Caltex","Chadwick"
"197.9: Metro Wanneroo",197.9,"98 RON","Metro Petroleum","Wanneroo"
"198.3: Vibe Witchcliffe",198.3,"98 RON","Vibe","Witchcliffe"
"198.3: 7-Eleven Treendale",198.3,"98 RON","7-Eleven","Australind"
"198.5: United Denmark",198.5,"98 RON","United","Denmark"
"198.5: Liberty East Rockingham",198.5,"98 RON","Liberty","East Rockingham"
"198.5: Liberty Cataby",198.5,"98 RON","Liberty","Cataby"
"198.7: Better Choice Margaret River",198.7,"98 RON","Better Choice","Margaret River"
"198.7: Vibe Treendale",198.7,"98 RON","Vibe","Australind"
"198.9: Little Grove General Store",198.9,"98 RON","Shell","Little Grove"
"198.9: BP Huntingdale",198.9,"98 RON","BP","Huntingdale"
"198.9: Castletown Service Station",198.9,"98 RON","BP","Castletown"
"198.9: BP 2go Burrendah",198.9,"98 RON","BP","Willetton"
"198.9: BP Connect West Coast",198.9,"98 RON","BP","Scarborough"
"198.9: BP Sorrento",198.9,"98 RON","BP","Sorrento"
"198.9: Shell Lower King Liquor & General",198.9,"98 RON","Shell","Lower King"
"198.9: BP Connect Myaree",198.9,"98 RON","BP","Myaree"
"198.9: BP Narrogin",198.9,"98 RON","BP","Narrogin"
"198.9: Harbour Rd Truckstop",198.9,"98 RON","BP","Chadwick"
"198.9: 7-Eleven Byford South",198.9,"98 RON","7-Eleven","Byford"
"198.9: 7-Eleven Rockingham",198.9,"98 RON","7-Eleven","East Rockingham"
"198.9: 7-Eleven Haynes",198.9,"98 RON","7-Eleven","Armadale"
"198.9: 7-Eleven Middle Swan",198.9,"98 RON","7-Eleven","Middle Swan"
"198.9: 7-Eleven Southern River",198.9,"98 RON","7-Eleven","Southern River"
"198.9: 7-Eleven Mandurah",198.9,"98 RON","7-Eleven","Mandurah"
"198.9: 7-Eleven Kelmscott",198.9,"98 RON","7-Eleven","Kelmscott"
"198.9: 7-Eleven Forrestdale",198.9,"98 RON","7-Eleven","Forrestdale"
"198.9: 7-Eleven Carlisle",198.9,"98 RON","7-Eleven","Carlisle"
"198.9: 7-Eleven Greenfields South",198.9,"98 RON","7-Eleven","Greenfields"
"198.9: 7-Eleven Gosnells",198.9,"98 RON","7-Eleven","Gosnells"
"198.9: 7-Eleven Joondalup",198.9,"98 RON","7-Eleven","Joondalup"
"198.9: 7-Eleven Rockingham Central",198.9,"98 RON","7-Eleven","Rockingham"
"198.9: 7-Eleven Midland",198.9,"98 RON","7-Eleven","Midland"
"198.9: BP Clarkson",198.9,"98 RON","BP","Clarkson"
"198.9: BP Canning Vale",198.9,"98 RON","BP","Canning Vale"
"198.9: Ampol Foodary Baldivis",198.9,"98 RON","Ampol","Baldivis"
"198.9: Ampol Foodary Melville",198.9,"98 RON","Ampol","Alfred Cove"
"198.9: Ampol Foodary Gosnells North",198.9,"98 RON","Ampol","Gosnells"
"198.9: Ampol Foodary Yanchep",198.9,"98 RON","Ampol","Yanchep"
"198.9: Ampol Foodary Doubleview",198.9,"98 RON","Ampol","Doubleview"
"198.9: Ampol Foodary Erskine",198.9,"98 RON","Ampol","Erskine"
"198.9: Ampol Foodary Northlands",198.9,"98 RON","Ampol","Balcatta"
"198.9: Ampol Foodary Forrestdale",198.9,"98 RON","Ampol","Forrestdale"
"198.9: One Stop Roadhouse Donnybrook",198.9,"98 RON","Independent","Donnybrook"
"198.9: BP Highgate",198.9,"98 RON","BP","Perth"
"198.9: 7-Eleven Brabham",198.9,"98 RON","7-Eleven","Brabham"
"198.9: Ampol Foodary North Road",198.9,"98 RON","Ampol","Yakamia"
"198.9: Ampol Foodary Bannister Road",198.9,"98 RON","Ampol","Canning Vale"
"198.9: Ampol Foodary South Lake",198.9,"98 RON","Ampol","South Lake"
"198.9: 7-Eleven Bentley",198.9,"98 RON","7-Eleven","Bentley"
"198.9: GD's Brunswick Roadhouse",198.9,"98 RON","Ampol","Brunswick"
"198.9: Caltex High Wycombe OPT",198.9,"98 RON","Caltex","High Wycombe"
"198.9: 7-Eleven Clarkson",198.9,"98 RON","7-Eleven","Clarkson"
"198.9: Caltex Castletown",198.9,"98 RON","Caltex","Castletown"
"198.9: 7-Eleven Dayton",198.9,"98 RON","7-Eleven","Dayton"
"199.0: BP Jurien Bay",199,"98 RON","BP","Jurien Bay"
"199.0: Shell Bullsbrook",199,"98 RON","Shell","Bullsbrook"
"199.1: Caltex Lakes Road Nambeelup",199.1,"98 RON","Caltex","Stake Hill"
"199.5: NightOwl Shell Maddington",199.5,"98 RON","Shell","Maddington"
"199.7: Vibe Upper Swan",199.7,"98 RON","Vibe","Upper Swan"
"199.7: Metro Canning Vale",199.7,"98 RON","Metro Petroleum","Canning Vale"
"199.8: Petro Fuels Shoalwater",199.8,"98 RON","Caltex","Shoalwater"
"199.9: BP Baskerville",199.9,"98 RON","BP","Baskerville"
"199.9: BP Connect Rockingham Park",199.9,"98 RON","BP","Rockingham"
"199.9: BP Connect Carlisle",199.9,"98 RON","BP","Carlisle"
"199.9: Dunning's Northam",199.9,"98 RON","Shell","Northam"
"199.9: BP Roadhouse Bridgetown",199.9,"98 RON","BP","Bridgetown"
"199.9: BP Manjimup",199.9,"98 RON","BP","Manjimup"
"199.9: BP Moora Depot",199.9,"98 RON","BP","Moora"
"199.9: BP Bibra Lake",199.9,"98 RON","BP","Bibra Lake"
"199.9: BP Port Kennedy",199.9,"98 RON","BP","Port Kennedy"
"199.9: BP Denmark",199.9,"98 RON","BP","Denmark"
"199.9: BP Woodbridge",199.9,"98 RON","BP","Woodbridge"
"199.9: BP East Rockingham",199.9,"98 RON","BP","East Rockingham"
"199.9: Ampol Picton Depot With Front",199.9,"98 RON","Ampol","Picton"
"199.9: BP Greenwood North",199.9,"98 RON","BP","Greenwood"
"199.9: OTR Roleystone",199.9,"98 RON","Caltex","Roleystone"
"199.9: EG Ampol Dianella",199.9,"98 RON","EG Ampol","Dianella"
"199.9: EG Ampol Southern River",199.9,"98 RON","EG Ampol","Southern River"
"199.9: EG Ampol Ellenbrook",199.9,"98 RON","EG Ampol","Ellenbrook"
"199.9: EG Ampol Aveley",199.9,"98 RON","EG Ampol","Aveley"
"199.9: EG Ampol South Fremantle",199.9,"98 RON","EG Ampol","South Fremantle"
"199.9: EG Ampol Greenwood",199.9,"98 RON","EG Ampol","Greenwood"
"199.9: EG Ampol Falcon",199.9,"98 RON","EG Ampol","Falcon"
"199.9: EG Ampol Northam",199.9,"98 RON","EG Ampol","Northam"
"199.9: Metro Geraldton",199.9,"98 RON","Metro Petroleum","Mahomets Flats"
"199.9: S24 Balcatta",199.9,"98 RON","Caltex","Balcatta"
"199.9: S24 Yanchep",199.9,"98 RON","Caltex","Yanchep"
"199.9: S24 Guildford",199.9,"98 RON","Caltex","Guildford"
"199.9: S24 Sawyers Valley",199.9,"98 RON","Caltex","Sawyers Valley"
"199.9: Caltex Kelmscott",199.9,"98 RON","Caltex","Kelmscott"
"199.9: Ampol Meckering Roadhouse",199.9,"98 RON","Ampol","Meckering"
"199.9: NightOwl BP Armadale",199.9,"98 RON","BP","Armadale"
"199.9: OTR Como",199.9,"98 RON","Shell","Como"
"199.9: OTR Perth Pier Street",199.9,"98 RON","Shell","Perth"
"199.9: S24 Bull Creek",199.9,"98 RON","Shell","Bull Creek"
"199.9: S24 Crystal Brook (Lesmurdie)",199.9,"98 RON","Shell","Lesmurdie"
"199.9: S24 Redcliffe",199.9,"98 RON","Shell","Redcliffe"
"199.9: S24 Forrestfield",199.9,"98 RON","Shell","Forrestfield"
"199.9: Metro Wangara",199.9,"98 RON","Metro Petroleum","Wangara"
"200.5: Better Choice Edgewater",200.5,"98 RON","Better Choice","Edgewater"
"200.5: Shell Reddy Express Ellenbrook",200.5,"98 RON","Reddy Express","Ellenbrook"
"200.5: Shell Reddy Express Brighton",200.5,"98 RON","Reddy Express","Butler"
"200.7: Vibe Hamilton Hill",200.7,"98 RON","Vibe","Hamilton Hill"
"200.9: BP 2go Australind",200.9,"98 RON","BP","Australind"
"200.9: BP 2go Silver Sands",200.9,"98 RON","BP","Mandurah"
"200.9: BP Connect Padbury",200.9,"98 RON","BP","Padbury"
"200.9: BP 2go Woodvale",200.9,"98 RON","BP","Woodvale"
"200.9: BP Connect Merriwa",200.9,"98 RON","BP","Ridgewood"
"200.9: BP Connect Currambine",200.9,"98 RON","BP","Currambine"
"200.9: BP 2go Cannington",200.9,"98 RON","BP","Cannington"
"200.9: BP Connect Thomsons Lake",200.9,"98 RON","BP","Success"
"200.9: BP Dunsborough",200.9,"98 RON","BP","Dunsborough"
"200.9: BP Baldivis Northbound Travel Centre",200.9,"98 RON","BP","Baldivis"
"200.9: BP Baldivis Southbound Travel Centre",200.9,"98 RON","BP","Baldivis"
"200.9: BP Welshpool",200.9,"98 RON","BP","Kewdale"
"200.9: Karnup Roadhouse",200.9,"98 RON","BP","Karnup"
"200.9: Liberty Kalgoorlie",200.9,"98 RON","Liberty","Kalgoorlie"
"200.9: Ampol Foodary Ascot",200.9,"98 RON","Ampol","Ascot"
"200.9: Ampol Foodary Ashby",200.9,"98 RON","Ampol","Ashby"
"200.9: Ampol Foodary Stratton",200.9,"98 RON","Ampol","Stratton"
"200.9: Ampol Foodary East Fremantle",200.9,"98 RON","Ampol","East Fremantle"
"200.9: Ampol Foodary Nedlands",200.9,"98 RON","Ampol","Nedlands"
"200.9: Ampol Foodary Belmont",200.9,"98 RON","Ampol","Belmont"
"200.9: Ampol Foodary Leederville",200.9,"98 RON","Ampol","Leederville"
"200.9: Ampol Foodary East Perth",200.9,"98 RON","Ampol","Perth"
"200.9: Ampol Foodary Dawesville",200.9,"98 RON","Ampol","Dawesville"
"200.9: Ampol Foodary Carine",200.9,"98 RON","Ampol","Carine"
"200.9: Ampol Foodary Wangara",200.9,"98 RON","Ampol","Wangara"
"200.9: Ampol Foodary Warnbro",200.9,"98 RON","Ampol","Warnbro"
"200.9: Ampol Foodary Williams",200.9,"98 RON","Ampol","Williams"
"200.9: Ampol Foodary Clarkson",200.9,"98 RON","Ampol","Clarkson"
"200.9: Ampol Foodary Butler",200.9,"98 RON","Ampol","Butler"
"200.9: Ampol Foodary Scarborough",200.9,"98 RON","Ampol","Scarborough"
"200.9: Ampol Foodary Bentley",200.9,"98 RON","Ampol","Bentley"
"200.9: Ampol Foodary Subiaco",200.9,"98 RON","Ampol","Subiaco"
"200.9: Ampol Welshpool Diesel Stop",200.9,"98 RON","Ampol","Welshpool"
"200.9: Ampol Foodary Byford",200.9,"98 RON","Ampol","Byford"
"200.9: Ampol Foodary Bunbury",200.9,"98 RON","Ampol","Bunbury"
"200.9: Ampol Foodary Thornlie Square",200.9,"98 RON","Ampol","Thornlie"
"200.9: Ampol Foodary Willetton",200.9,"98 RON","Ampol","Willetton"
"200.9: Ampol Bibra Lake Diesel Stop",200.9,"98 RON","Ampol","Bibra Lake"
"200.9: 7-Eleven Eaton",200.9,"98 RON","7-Eleven","Eaton"
"200.9: 7-Eleven Dunsborough",200.9,"98 RON","7-Eleven","Dunsborough"
"201.2: Shell Reddy Express Dianella",201.2,"98 RON","Reddy Express","Dianella"
"201.2: Shell Reddy Express Osborne Park",201.2,"98 RON","Reddy Express","Osborne Park"
"201.2: Shell Reddy Express Banksia Grove",201.2,"98 RON","Reddy Express","Banksia Grove"
"201.5: Better Choice Bellevue",201.5,"98 RON","Better Choice","Bellevue"
"201.5: Shell Reddy Express Kingsley",201.5,"98 RON","Reddy Express","Kingsley"
"201.5: Shell Reddy Express Wangara",201.5,"98 RON","Reddy Express","Wangara"
"201.5: Shell Reddy Express Margaret River",201.5,"98 RON","Reddy Express","Margaret River"
"201.5: Shell Reddy Express Wanneroo Pearsall",201.5,"98 RON","Reddy Express","Wanneroo"
"201.7: Vibe Toodyay Rd",201.7,"98 RON","Vibe","Gidgegannup"
"201.8: Refuel Australia - DMW Supplies",201.8,"98 RON","Ampol","Dongara"
"201.9: Shell Gidgegannup",201.9,"98 RON","Shell","Gidgegannup"
"201.9: BP Applecross",201.9,"98 RON","BP","Applecross"
"201.9: BP Kardinya",201.9,"98 RON","BP","Kardinya"
"201.9: BP Kewdale",201.9,"98 RON","BP","Kewdale"
"201.9: BP Westgate",201.9,"98 RON","BP","Fremantle"
"201.9: BP Connect Riverton",201.9,"98 RON","BP","Riverton"
"201.9: BP Connect Wembley",201.9,"98 RON","BP","Wembley"
"201.9: BP 2go Collins Road",201.9,"98 RON","BP","Willetton"
"201.9: BP Dog Swamp",201.9,"98 RON","BP","Yokine"
"201.9: BP Connect South Perth",201.9,"98 RON","BP","South Perth"
"201.9: BP Waikiki",201.9,"98 RON","BP","Safety Bay"
"201.9: BP Morley",201.9,"98 RON","BP","Morley"
"201.9: BP Rosegarden",201.9,"98 RON","BP","Nedlands"
